user_id,profile_vector_id,name,gender,age,height_cm,religion,caste,marital_status,diet,city,state,education,income,occupation,hobby_1,hobby_2,hobby_3,about_me,preferred_gender,preferred_age_min,preferred_age_max,preferred_height_min,preferred_height_max,preferred_religion,preferred_caste,preferred_city,preferred_state,preferred_education,preferred_income
484,VEC_484,Bhavika Choudhry,Female,40,188,Sikh,General,Single,Veg,Chennai,Tamil Nadu,3,5,Doctor,Music,Movies,Yoga,Enjoy Spending Time With Family.,Male,38,45,178,198,Christian,Obc,Chennai,Tamil Nadu,Higher Secondary,10-15 Lpa
485,VEC_485,Adweta Varma,Female,23,161,Sikh,Sc,Divorced,Eggetarian,Bengaluru,Karnataka,2,1,Government Employee,Cricket,Photography,Cooking,Enjoy Spending Time With Family.,Male,21,27,151,171,Christian,St,Bengaluru,Maharashtra,Phd,40+ Lpa
486,VEC_486,Ekbal Manne,Male,37,189,Sikh,St,Divorced,Eggetarian,Hyderabad,Telangana,1,5,Software Engineer,Cycling,Football,Music,Looking For A Caring Partner.,Female,35,40,179,199,Hindu,Sc,Bengaluru,Tamil Nadu,Phd,15-25 Lpa
487,VEC_487,Aadi Pandit,Male,35,155,Jain,St,Single,Veg,Coimbatore,Tamil Nadu,2,6,Doctor,Cycling,Photography,Cricket,Love Books And Technology.,Female,30,38,145,165,Sikh,Sc,Kottayam,Karnataka,Bachelor,25-40 Lpa
488,VEC_488,Turvi Grover,Female,24,167,Muslim,St,Single,Eggetarian,Coimbatore,Tamil Nadu,2,3,Government Employee,Photography,Reading,Chess,Simple And Family Oriented.,Male,21,26,157,177,Christian,St,Mangalore,Tamil Nadu,Higher Secondary,5-10 Lpa
489,VEC_489,Pranit Bir,Male,29,166,Muslim,General,Divorced,Non-Veg,Pune,Maharashtra,1,3,Accountant,Swimming,Movies,Music,Love Books And Technology.,Female,26,33,156,176,Muslim,General,Kottayam,Telangana,Bachelor,10-15 Lpa
490,VEC_490,Robert Singhal,Male,34,180,Sikh,Sc,Widowed,Eggetarian,Coimbatore,Tamil Nadu,4,1,Professor,Photography,Chess,Movies,Looking For A Caring Partner.,Female,32,40,170,190,Jain,Obc,Coimbatore,Goa,Bachelor,3-5 Lpa
491,VEC_491,Rishi Prakash,Male,36,170,Christian,General,Divorced,Veg,Hyderabad,Telangana,4,6,Government Employee,Music,Swimming,Painting,Career Focused With Strong Values.,Female,34,39,160,180,Muslim,St,Mumbai,Delhi,Diploma,25-40 Lpa
492,VEC_492,Adweta Parikh,Female,27,162,Christian,Sc,Single,Non-Veg,Coimbatore,Tamil Nadu,3,5,Doctor,Swimming,Yoga,Reading,Enjoy Spending Time With Family.,Male,22,32,152,172,Sikh,Sc,Coimbatore,Maharashtra,Phd,15-25 Lpa
493,VEC_493,Pooja Khosla,Female,35,177,Jain,Obc,Widowed,Non-Veg,Kottayam,Kerala,4,3,Lawyer,Cycling,Movies,Chess,Passionate About Learning.,Male,33,37,167,187,Hindu,General,Panaji,Kerala,Phd,15-25 Lpa
494,VEC_494,Ojas Deol,Male,41,178,Christian,St,Single,Veg,Hyderabad,Telangana,4,5,Lawyer,Chess,Yoga,Reading,Career Focused With Strong Values.,Female,38,46,168,188,Hindu,Sc,Pune,Telangana,Master,40+ Lpa
495,VEC_495,Qushi Nigam,Female,28,182,Christian,Sc,Divorced,Eggetarian,Kannur,Kerala,2,1,Lawyer,Cooking,Football,Swimming,Simple And Family Oriented.,Male,26,30,172,192,Muslim,Sc,Hyderabad,Maharashtra,Phd,10-15 Lpa
496,VEC_496,Vedika Srinivas,Female,28,185,Sikh,General,Widowed,Non-Veg,Coimbatore,Tamil Nadu,2,6,Lawyer,Painting,Travel,Yoga,Love Travelling And Exploring.,Male,23,32,175,195,Jain,Obc,Bengaluru,Tamil Nadu,Higher Secondary,40+ Lpa
497,VEC_497,Ekansh Bhatnagar,Male,41,186,Christian,Obc,Divorced,Veg,Delhi,Delhi,1,1,Software Engineer,Football,Painting,Swimming,Love Books And Technology.,Female,39,47,176,196,Muslim,General,Delhi,Goa,Phd,3-5 Lpa
498,VEC_498,Anita Memon,Female,35,190,Muslim,Obc,Divorced,Veg,Kottayam,Kerala,5,2,Lawyer,Swimming,Cycling,Movies,Passionate About Learning.,Male,33,39,180,200,Hindu,Obc,Panaji,Kerala,Phd,3-5 Lpa
499,VEC_499,Anthony Iyengar,Male,24,159,Hindu,General,Divorced,Non-Veg,Hyderabad,Telangana,2,4,Doctor,Cooking,Football,Movies,Enjoy Spending Time With Family.,Female,22,29,149,169,Hindu,St,Panaji,Kerala,Diploma,40+ Lpa
500,VEC_500,Nisha Mukherjee,Female,41,178,Christian,General,Single,Eggetarian,Hyderabad,Telangana,5,6,Government Employee,Football,Movies,Cricket,Simple And Family Oriented.,Male,39,45,168,188,Christian,St,Delhi,Delhi,Phd,3-5 Lpa
501,VEC_501,Warjas Kulkarni,Male,24,162,Hindu,Obc,Single,Non-Veg,Delhi,Delhi,1,2,Software Engineer,Yoga,Reading,Chess,Friendly And Optimistic.,Female,21,27,152,172,Hindu,Obc,Chennai,Karnataka,Master,5-10 Lpa
502,VEC_502,Girish Mangal,Male,35,181,Muslim,Sc,Single,Veg,Mangalore,Karnataka,3,4,Doctor,Painting,Chess,Football,Passionate About Learning.,Female,32,38,171,191,Sikh,St,Mangalore,Telangana,Phd,40+ Lpa
503,VEC_503,Arunima Narula,Female,40,156,Muslim,Sc,Divorced,Eggetarian,Pune,Maharashtra,1,4,Teacher,Yoga,Painting,Cricket,Simple And Family Oriented.,Male,36,46,146,166,Sikh,Sc,Delhi,Maharashtra,Phd,10-15 Lpa
504,VEC_504,Diya Pillai,Female,26,170,Muslim,General,Single,Eggetarian,Kochi,Kerala,3,3,Teacher,Painting,Movies,Cycling,Friendly And Optimistic.,Male,24,28,160,180,Christian,General,Mumbai,Karnataka,Diploma,15-25 Lpa
505,VEC_505,Sudiksha Sarraf,Female,33,168,Muslim,General,Widowed,Non-Veg,Chennai,Tamil Nadu,5,6,Doctor,Yoga,Travel,Chess,Love Books And Technology.,Male,28,37,158,178,Christian,Obc,Kozhikode,Kerala,Master,15-25 Lpa
506,VEC_506,Omkaar Grover,Male,24,157,Christian,St,Single,Eggetarian,Mangalore,Karnataka,1,3,Software Engineer,Photography,Movies,Yoga,Simple And Family Oriented.,Female,21,28,147,167,Muslim,St,Kochi,Delhi,Phd,3-5 Lpa
507,VEC_507,Yadavi Pillai,Female,23,180,Christian,Sc,Divorced,Non-Veg,Panaji,Goa,1,5,Data Scientist,Music,Painting,Cooking,Enjoy Spending Time With Family.,Male,21,28,170,190,Christian,St,Mangalore,Maharashtra,Higher Secondary,10-15 Lpa
508,VEC_508,Benjamin Samra,Male,22,150,Sikh,Obc,Single,Veg,Kottayam,Kerala,2,6,Data Scientist,Movies,Music,Cycling,Simple And Family Oriented.,Female,21,26,145,160,Hindu,General,Kochi,Karnataka,Higher Secondary,10-15 Lpa
509,VEC_509,Upasna Gole,Female,29,160,Hindu,Obc,Divorced,Veg,Panaji,Goa,5,4,Accountant,Movies,Yoga,Photography,Career Focused With Strong Values.,Male,26,35,150,170,Sikh,St,Chennai,Karnataka,Master,5-10 Lpa
510,VEC_510,Naveen Chauhan,Male,43,155,Muslim,General,Single,Non-Veg,Mangalore,Karnataka,1,2,Software Engineer,Cycling,Chess,Travel,Looking For A Caring Partner.,Female,38,48,145,165,Muslim,St,Kottayam,Karnataka,Diploma,25-40 Lpa
511,VEC_511,Omisha Merchant,Female,43,179,Hindu,Obc,Single,Non-Veg,Pune,Maharashtra,4,4,Government Employee,Swimming,Movies,Chess,Looking For A Caring Partner.,Male,38,46,169,189,Hindu,Sc,Bengaluru,Tamil Nadu,Bachelor,25-40 Lpa
512,VEC_512,Udant Sandhu,Male,24,157,Muslim,Sc,Single,Non-Veg,Coimbatore,Tamil Nadu,5,4,Data Scientist,Travel,Reading,Photography,Passionate About Learning.,Female,22,30,147,167,Hindu,Sc,Bengaluru,Tamil Nadu,Diploma,15-25 Lpa
513,VEC_513,Vamakshi Panchal,Female,22,178,Hindu,St,Widowed,Non-Veg,Delhi,Delhi,2,3,Business,Cooking,Cycling,Music,Love Books And Technology.,Male,21,28,168,188,Christian,St,Hyderabad,Telangana,Higher Secondary,40+ Lpa
514,VEC_514,Ansh Pandit,Male,24,164,Jain,Sc,Single,Veg,Panaji,Goa,5,1,Data Analyst,Music,Reading,Cricket,Looking For A Caring Partner.,Female,21,29,154,174,Sikh,General,Kozhikode,Goa,Bachelor,15-25 Lpa
515,VEC_515,Laksh Bhandari,Male,32,190,Christian,General,Single,Veg,Chennai,Tamil Nadu,5,6,Government Employee,Cooking,Cricket,Yoga,Enjoy Spending Time With Family.,Female,28,35,180,200,Muslim,Sc,Panaji,Kerala,Diploma,5-10 Lpa
516,VEC_516,Tanmayi Patla,Female,21,180,Muslim,Sc,Single,Veg,Hyderabad,Telangana,1,5,Data Scientist,Painting,Cycling,Reading,Enjoy Spending Time With Family.,Male,21,26,170,190,Muslim,St,Kottayam,Kerala,Higher Secondary,25-40 Lpa
517,VEC_517,Amruta Dhar,Female,37,182,Hindu,Sc,Widowed,Non-Veg,Mumbai,Maharashtra,4,4,Data Scientist,Movies,Football,Music,Passionate About Learning.,Male,32,41,172,192,Christian,St,Kochi,Maharashtra,Bachelor,10-15 Lpa
518,VEC_518,Anika Date,Female,24,167,Hindu,Obc,Divorced,Veg,Delhi,Delhi,2,3,Accountant,Swimming,Chess,Football,Simple And Family Oriented.,Male,21,30,157,177,Sikh,Sc,Kozhikode,Goa,Higher Secondary,5-10 Lpa
519,VEC_519,Kamya Peri,Female,29,190,Jain,Obc,Divorced,Eggetarian,Panaji,Goa,3,3,Lawyer,Swimming,Chess,Photography,Love Books And Technology.,Male,25,33,180,200,Muslim,General,Delhi,Delhi,Bachelor,25-40 Lpa
520,VEC_520,Rehaan Bali,Male,39,172,Sikh,Obc,Divorced,Eggetarian,Hyderabad,Telangana,2,5,Data Analyst,Cooking,Music,Reading,Love Travelling And Exploring.,Female,35,44,162,182,Christian,General,Pune,Karnataka,Higher Secondary,15-25 Lpa
521,VEC_521,Umang Prabhakar,Male,39,157,Hindu,St,Divorced,Eggetarian,Coimbatore,Tamil Nadu,1,1,Data Analyst,Reading,Photography,Cooking,Love Travelling And Exploring.,Female,35,43,147,167,Jain,Obc,Kottayam,Goa,Bachelor,5-10 Lpa
522,VEC_522,Tristan Bose,Male,30,164,Muslim,St,Divorced,Non-Veg,Hyderabad,Telangana,1,3,Data Analyst,Reading,Photography,Cycling,Passionate About Learning.,Female,27,36,154,174,Sikh,Sc,Pune,Delhi,Diploma,40+ Lpa
523,VEC_523,Qadim Rao,Male,34,185,Hindu,Sc,Widowed,Eggetarian,Bengaluru,Karnataka,4,5,Teacher,Travel,Cooking,Cricket,Love Books And Technology.,Female,29,36,175,195,Muslim,St,Mumbai,Karnataka,Phd,40+ Lpa
524,VEC_524,Maya Krish,Female,34,179,Hindu,General,Divorced,Veg,Hyderabad,Telangana,2,5,Data Analyst,Painting,Football,Photography,Looking For A Caring Partner.,Male,30,37,169,189,Jain,Sc,Kochi,Maharashtra,Master,5-10 Lpa
525,VEC_525,Amara Grewal,Female,35,183,Hindu,Sc,Widowed,Veg,Panaji,Goa,3,5,Doctor,Photography,Reading,Music,Passionate About Learning.,Male,30,39,173,193,Hindu,General,Mumbai,Delhi,Phd,40+ Lpa
526,VEC_526,Rishi Dalal,Male,37,159,Muslim,Obc,Widowed,Eggetarian,Panaji,Goa,2,3,Data Analyst,Chess,Cricket,Photography,Simple And Family Oriented.,Female,32,43,149,169,Muslim,General,Kottayam,Kerala,Diploma,25-40 Lpa
527,VEC_527,Kalpit Sehgal,Male,28,163,Jain,St,Divorced,Veg,Delhi,Delhi,1,3,Lawyer,Music,Photography,Reading,Enjoy Spending Time With Family.,Female,25,31,153,173,Jain,Sc,Delhi,Goa,Master,40+ Lpa
528,VEC_528,Luke Swaminathan,Male,41,151,Muslim,Obc,Widowed,Eggetarian,Hyderabad,Telangana,5,2,Accountant,Movies,Football,Swimming,Enjoy Spending Time With Family.,Female,37,45,145,161,Hindu,St,Coimbatore,Goa,Bachelor,15-25 Lpa
529,VEC_529,Divya Deshmukh,Female,35,176,Christian,St,Single,Eggetarian,Panaji,Goa,4,1,Government Employee,Painting,Movies,Reading,Passionate About Learning.,Male,33,41,166,186,Sikh,General,Coimbatore,Tamil Nadu,Master,40+ Lpa
530,VEC_530,Varsha Gera,Female,26,172,Christian,St,Widowed,Veg,Bengaluru,Karnataka,2,6,Teacher,Chess,Football,Travel,Friendly And Optimistic.,Male,22,31,162,182,Muslim,Sc,Pune,Maharashtra,Bachelor,15-25 Lpa
531,VEC_531,Caleb Nagarajan,Male,33,180,Jain,Sc,Single,Eggetarian,Pune,Maharashtra,3,5,Government Employee,Yoga,Swimming,Movies,Friendly And Optimistic.,Female,28,35,170,190,Hindu,General,Mumbai,Tamil Nadu,Diploma,3-5 Lpa
532,VEC_532,Bachittar Mannan,Male,31,164,Hindu,Obc,Widowed,Non-Veg,Hyderabad,Telangana,4,1,Software Engineer,Football,Cricket,Travel,Passionate About Learning.,Female,29,33,154,174,Hindu,St,Pune,Karnataka,Phd,40+ Lpa
533,VEC_533,Farhan Ghosh,Male,24,178,Jain,Obc,Single,Non-Veg,Coimbatore,Tamil Nadu,4,4,Data Analyst,Painting,Movies,Swimming,Looking For A Caring Partner.,Female,21,27,168,188,Sikh,Obc,Kottayam,Delhi,Higher Secondary,40+ Lpa
534,VEC_534,Isaac Dara,Male,25,150,Jain,General,Divorced,Veg,Chennai,Tamil Nadu,5,4,Business,Cycling,Painting,Yoga,Looking For A Caring Partner.,Female,21,31,145,160,Christian,Sc,Delhi,Delhi,Diploma,3-5 Lpa
535,VEC_535,Ekiya Khalsa,Female,23,186,Christian,General,Single,Non-Veg,Hyderabad,Telangana,2,1,Government Employee,Music,Movies,Chess,Friendly And Optimistic.,Male,21,26,176,196,Christian,Sc,Bengaluru,Goa,Bachelor,3-5 Lpa
536,VEC_536,Agastya Patel,Male,38,186,Jain,Sc,Divorced,Eggetarian,Bengaluru,Karnataka,1,5,Doctor,Travel,Chess,Yoga,Enjoy Spending Time With Family.,Female,34,40,176,196,Hindu,Sc,Bengaluru,Karnataka,Diploma,10-15 Lpa
537,VEC_537,Vivaan Dayal,Male,38,171,Muslim,St,Single,Eggetarian,Chennai,Tamil Nadu,5,6,Software Engineer,Football,Swimming,Reading,Friendly And Optimistic.,Female,36,43,161,181,Jain,General,Hyderabad,Telangana,Diploma,10-15 Lpa
538,VEC_538,Bachittar More,Male,36,182,Sikh,St,Divorced,Veg,Kochi,Kerala,1,1,Software Engineer,Travel,Swimming,Cycling,Looking For A Caring Partner.,Female,31,38,172,192,Jain,St,Kochi,Telangana,Master,40+ Lpa
539,VEC_539,Wriddhish Vora,Male,38,158,Jain,Sc,Divorced,Veg,Hyderabad,Telangana,3,4,Software Engineer,Music,Photography,Football,Looking For A Caring Partner.,Female,35,40,148,168,Jain,General,Kozhikode,Telangana,Phd,25-40 Lpa
540,VEC_540,Samarth Borah,Male,44,165,Muslim,St,Single,Non-Veg,Mumbai,Maharashtra,1,3,Data Scientist,Reading,Music,Football,Looking For A Caring Partner.,Female,40,47,155,175,Jain,St,Mangalore,Goa,Higher Secondary,40+ Lpa
541,VEC_541,Nathan Borah,Male,38,163,Muslim,St,Widowed,Non-Veg,Kannur,Kerala,3,5,Data Analyst,Photography,Cricket,Cycling,Looking For A Caring Partner.,Female,34,42,153,173,Jain,General,Kochi,Karnataka,Master,40+ Lpa
542,VEC_542,Vidhi Varughese,Female,27,158,Jain,Obc,Single,Non-Veg,Bengaluru,Karnataka,2,1,Business,Chess,Travel,Cooking,Enjoy Spending Time With Family.,Male,22,29,148,168,Hindu,St,Kochi,Karnataka,Bachelor,25-40 Lpa
543,VEC_543,Eesha Gopal,Female,22,167,Hindu,St,Divorced,Non-Veg,Bengaluru,Karnataka,1,2,Business,Yoga,Painting,Photography,Love Books And Technology.,Male,21,27,157,177,Jain,General,Panaji,Karnataka,Higher Secondary,25-40 Lpa
544,VEC_544,Upma Thakkar,Female,29,187,Jain,St,Divorced,Eggetarian,Kannur,Kerala,1,1,Professor,Travel,Reading,Cycling,Love Books And Technology.,Male,25,35,177,197,Sikh,St,Delhi,Goa,Phd,25-40 Lpa
545,VEC_545,Diya Vasa,Female,35,165,Christian,General,Single,Eggetarian,Coimbatore,Tamil Nadu,3,3,Government Employee,Movies,Reading,Cooking,Love Books And Technology.,Male,33,41,155,175,Christian,Sc,Chennai,Goa,Bachelor,40+ Lpa
546,VEC_546,Max Gala,Male,39,170,Sikh,General,Divorced,Veg,Kannur,Kerala,4,1,Data Scientist,Cooking,Movies,Photography,Enjoy Spending Time With Family.,Female,36,44,160,180,Hindu,General,Chennai,Delhi,Phd,10-15 Lpa
547,VEC_547,Neel Kar,Male,29,167,Muslim,Obc,Single,Eggetarian,Hyderabad,Telangana,1,2,Doctor,Cooking,Photography,Movies,Simple And Family Oriented.,Female,26,35,157,177,Sikh,Sc,Kochi,Delhi,Diploma,3-5 Lpa
548,VEC_548,Yochana Mander,Female,42,172,Jain,Obc,Divorced,Veg,Bengaluru,Karnataka,1,5,Accountant,Chess,Cricket,Reading,Career Focused With Strong Values.,Male,40,45,162,182,Muslim,Sc,Delhi,Karnataka,Master,3-5 Lpa
549,VEC_549,Ladli Hegde,Female,21,170,Sikh,Sc,Divorced,Non-Veg,Bengaluru,Karnataka,5,1,Teacher,Yoga,Cycling,Cricket,Friendly And Optimistic.,Male,21,25,160,180,Muslim,General,Kottayam,Delhi,Diploma,10-15 Lpa
550,VEC_550,Edhitha Mitter,Female,39,152,Sikh,General,Single,Veg,Coimbatore,Tamil Nadu,5,5,Government Employee,Swimming,Cricket,Movies,Love Books And Technology.,Male,37,45,145,162,Hindu,St,Panaji,Delhi,Phd,15-25 Lpa
551,VEC_551,Yashasvi Ganguly,Female,39,168,Christian,Obc,Divorced,Non-Veg,Bengaluru,Karnataka,1,6,Business,Travel,Cycling,Football,Enjoy Spending Time With Family.,Male,34,43,158,178,Hindu,Sc,Hyderabad,Delhi,Higher Secondary,10-15 Lpa
552,VEC_552,Harinakshi Nazareth,Female,35,176,Jain,Obc,Divorced,Eggetarian,Delhi,Delhi,5,6,Teacher,Travel,Yoga,Movies,Passionate About Learning.,Male,31,39,166,186,Christian,General,Kottayam,Telangana,Master,25-40 Lpa
553,VEC_553,Akshay Bumb,Male,41,162,Muslim,General,Divorced,Non-Veg,Delhi,Delhi,5,6,Accountant,Movies,Photography,Reading,Career Focused With Strong Values.,Female,38,43,152,172,Sikh,General,Mumbai,Tamil Nadu,Higher Secondary,5-10 Lpa
554,VEC_554,Libni Kade,Female,25,175,Christian,General,Divorced,Non-Veg,Hyderabad,Telangana,5,5,Government Employee,Cricket,Chess,Travel,Career Focused With Strong Values.,Male,23,27,165,185,Christian,St,Bengaluru,Goa,Master,40+ Lpa
555,VEC_555,Amruta Tank,Female,43,158,Jain,General,Single,Veg,Mangalore,Karnataka,5,5,Data Scientist,Cricket,Movies,Yoga,Enjoy Spending Time With Family.,Male,38,47,148,168,Sikh,Obc,Hyderabad,Goa,Phd,10-15 Lpa
556,VEC_556,Matthew Subramanian,Male,36,171,Jain,St,Divorced,Non-Veg,Coimbatore,Tamil Nadu,4,3,Teacher,Reading,Yoga,Chess,Love Travelling And Exploring.,Female,34,39,161,181,Sikh,Sc,Delhi,Delhi,Bachelor,3-5 Lpa
557,VEC_557,Tanmayi Mishra,Female,24,168,Muslim,Obc,Divorced,Non-Veg,Bengaluru,Karnataka,5,1,Business,Cooking,Photography,Cricket,Passionate About Learning.,Male,21,26,158,178,Muslim,Obc,Kochi,Delhi,Higher Secondary,25-40 Lpa
558,VEC_558,Balhaar Bhasin,Male,21,173,Sikh,St,Widowed,Veg,Kozhikode,Kerala,4,3,Doctor,Travel,Cooking,Yoga,Career Focused With Strong Values.,Female,21,26,163,183,Sikh,Sc,Kottayam,Maharashtra,Diploma,10-15 Lpa
559,VEC_559,Thomas Sagar,Male,44,164,Muslim,Sc,Divorced,Non-Veg,Bengaluru,Karnataka,5,6,Doctor,Cricket,Music,Cycling,Friendly And Optimistic.,Female,42,49,154,174,Hindu,Sc,Kozhikode,Maharashtra,Phd,40+ Lpa
560,VEC_560,Vincent Jani,Male,28,158,Muslim,Sc,Divorced,Veg,Panaji,Goa,4,2,Accountant,Yoga,Painting,Travel,Passionate About Learning.,Female,25,31,148,168,Hindu,Obc,Kochi,Telangana,Higher Secondary,15-25 Lpa
561,VEC_561,Ekbal Munshi,Male,22,176,Sikh,Obc,Widowed,Non-Veg,Panaji,Goa,4,5,Teacher,Cricket,Cooking,Yoga,Passionate About Learning.,Female,21,26,166,186,Sikh,St,Pune,Goa,Master,25-40 Lpa
562,VEC_562,Pooja Rastogi,Female,30,156,Sikh,St,Divorced,Veg,Delhi,Delhi,4,1,Teacher,Travel,Music,Cooking,Enjoy Spending Time With Family.,Male,26,32,146,166,Christian,St,Mumbai,Tamil Nadu,Master,15-25 Lpa
563,VEC_563,Reva Varma,Female,21,168,Sikh,General,Widowed,Non-Veg,Panaji,Goa,3,6,Data Scientist,Cooking,Chess,Travel,Love Books And Technology.,Male,21,26,158,178,Sikh,St,Chennai,Kerala,Bachelor,15-25 Lpa
564,VEC_564,Nathaniel Khurana,Male,30,178,Muslim,Obc,Widowed,Veg,Bengaluru,Karnataka,5,5,Data Scientist,Painting,Travel,Yoga,Love Travelling And Exploring.,Female,28,32,168,188,Sikh,General,Pune,Goa,Bachelor,10-15 Lpa
565,VEC_565,Darsh Loke,Male,37,163,Muslim,St,Widowed,Veg,Panaji,Goa,3,2,Data Scientist,Cycling,Chess,Travel,Friendly And Optimistic.,Female,32,40,153,173,Jain,Obc,Kochi,Kerala,Higher Secondary,25-40 Lpa
566,VEC_566,Jatin Dhaliwal,Male,36,152,Hindu,Obc,Widowed,Eggetarian,Delhi,Delhi,2,1,Data Analyst,Movies,Cooking,Cricket,Career Focused With Strong Values.,Female,31,41,145,162,Muslim,Sc,Kottayam,Kerala,Higher Secondary,25-40 Lpa
567,VEC_567,Arya Mannan,Female,44,184,Jain,St,Single,Eggetarian,Kochi,Kerala,3,3,Lawyer,Yoga,Movies,Music,Simple And Family Oriented.,Male,40,48,174,194,Sikh,Obc,Kottayam,Karnataka,Phd,15-25 Lpa
568,VEC_568,Ubika Kothari,Female,23,164,Sikh,Sc,Widowed,Eggetarian,Mangalore,Karnataka,5,2,Lawyer,Painting,Chess,Cooking,Simple And Family Oriented.,Male,21,28,154,174,Christian,General,Mangalore,Tamil Nadu,Phd,3-5 Lpa
569,VEC_569,Omisha Munshi,Female,35,173,Christian,Sc,Single,Eggetarian,Mumbai,Maharashtra,1,1,Professor,Photography,Yoga,Music,Love Travelling And Exploring.,Male,32,40,163,183,Jain,Obc,Kottayam,Tamil Nadu,Master,25-40 Lpa
570,VEC_570,Gauri Tara,Female,22,181,Christian,Obc,Single,Non-Veg,Delhi,Delhi,5,5,Lawyer,Cooking,Painting,Football,Simple And Family Oriented.,Male,21,25,171,191,Jain,St,Hyderabad,Telangana,Bachelor,40+ Lpa
571,VEC_571,Zaid Morar,Male,43,180,Hindu,St,Widowed,Veg,Mangalore,Karnataka,4,2,Software Engineer,Chess,Football,Music,Love Travelling And Exploring.,Female,41,46,170,190,Muslim,St,Kottayam,Kerala,Master,15-25 Lpa
572,VEC_572,Advay Chana,Male,25,185,Christian,General,Divorced,Non-Veg,Panaji,Goa,3,5,Data Scientist,Painting,Football,Reading,Friendly And Optimistic.,Female,22,28,175,195,Christian,Obc,Pune,Delhi,Bachelor,25-40 Lpa
573,VEC_573,Yashawini Shankar,Female,27,171,Muslim,St,Single,Non-Veg,Hyderabad,Telangana,4,2,Teacher,Cricket,Football,Movies,Enjoy Spending Time With Family.,Male,25,29,161,181,Christian,Obc,Kozhikode,Goa,Higher Secondary,25-40 Lpa
574,VEC_574,Janaki Pandit,Female,22,189,Hindu,Sc,Widowed,Eggetarian,Bengaluru,Karnataka,2,3,Software Engineer,Photography,Yoga,Movies,Looking For A Caring Partner.,Male,21,26,179,199,Sikh,Sc,Coimbatore,Delhi,Master,10-15 Lpa
575,VEC_575,Aryan Manda,Male,24,163,Jain,General,Single,Eggetarian,Kottayam,Kerala,5,6,Lawyer,Cooking,Movies,Football,Friendly And Optimistic.,Female,21,30,153,173,Sikh,Obc,Kannur,Kerala,Diploma,5-10 Lpa
576,VEC_576,Wahab Mangal,Male,25,160,Hindu,General,Single,Eggetarian,Mumbai,Maharashtra,4,4,Accountant,Photography,Reading,Cycling,Friendly And Optimistic.,Female,21,31,150,170,Hindu,Obc,Hyderabad,Telangana,Master,15-25 Lpa
577,VEC_577,Darika Sankar,Female,37,170,Muslim,Obc,Widowed,Non-Veg,Mangalore,Karnataka,2,4,Professor,Chess,Music,Yoga,Enjoy Spending Time With Family.,Male,32,41,160,180,Hindu,St,Panaji,Karnataka,Diploma,3-5 Lpa
578,VEC_578,Libni Pau,Female,45,172,Jain,Obc,Divorced,Non-Veg,Pune,Maharashtra,2,6,Software Engineer,Cricket,Painting,Travel,Looking For A Caring Partner.,Male,40,49,162,182,Jain,Obc,Kochi,Delhi,Bachelor,10-15 Lpa
579,VEC_579,Qadim Bath,Male,37,150,Christian,St,Divorced,Veg,Mangalore,Karnataka,3,3,Software Engineer,Yoga,Cooking,Reading,Simple And Family Oriented.,Female,32,43,145,160,Sikh,St,Kannur,Telangana,Phd,3-5 Lpa
580,VEC_580,Atharv Hayer,Male,40,159,Muslim,General,Divorced,Veg,Bengaluru,Karnataka,1,4,Software Engineer,Cricket,Football,Movies,Friendly And Optimistic.,Female,38,46,149,169,Christian,Obc,Panaji,Delhi,Higher Secondary,10-15 Lpa
581,VEC_581,Mitali Borah,Female,39,173,Sikh,St,Widowed,Eggetarian,Panaji,Goa,1,1,Business,Chess,Reading,Swimming,Love Travelling And Exploring.,Male,35,41,163,183,Muslim,St,Kochi,Karnataka,Phd,5-10 Lpa
582,VEC_582,Yashawini Seshadri,Female,30,167,Christian,St,Widowed,Eggetarian,Chennai,Tamil Nadu,1,5,Accountant,Chess,Cycling,Music,Career Focused With Strong Values.,Male,28,32,157,177,Muslim,General,Kannur,Karnataka,Phd,40+ Lpa
583,VEC_583,Daniel Dave,Male,21,163,Hindu,Obc,Divorced,Eggetarian,Mumbai,Maharashtra,2,6,Teacher,Swimming,Cycling,Photography,Passionate About Learning.,Female,21,26,153,173,Christian,Obc,Chennai,Tamil Nadu,Phd,10-15 Lpa
584,VEC_584,Shravya Prakash,Female,29,162,Sikh,Sc,Single,Non-Veg,Chennai,Tamil Nadu,3,5,Data Scientist,Movies,Cooking,Cricket,Friendly And Optimistic.,Male,24,32,152,172,Hindu,St,Kannur,Delhi,Phd,5-10 Lpa
585,VEC_585,Rajeshri Dhawan,Female,27,171,Christian,General,Widowed,Veg,Mangalore,Karnataka,3,2,Accountant,Cricket,Chess,Football,Passionate About Learning.,Male,25,29,161,181,Jain,Obc,Mangalore,Tamil Nadu,Master,25-40 Lpa
586,VEC_586,Yashoda Ratti,Female,42,187,Christian,General,Single,Non-Veg,Mangalore,Karnataka,4,3,Data Scientist,Reading,Cycling,Music,Career Focused With Strong Values.,Male,39,46,177,197,Christian,Obc,Mangalore,Delhi,Diploma,3-5 Lpa
587,VEC_587,Aradhana Barad,Female,39,186,Sikh,Obc,Divorced,Eggetarian,Pune,Maharashtra,3,5,Data Scientist,Cricket,Painting,Football,Enjoy Spending Time With Family.,Male,34,43,176,196,Hindu,Obc,Pune,Delhi,Higher Secondary,15-25 Lpa
